109,2005-01-01,1,5,34,36,42,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-5-34-36-42-44,109,#REF!,  17.34 ,1-5-33-34-36-42,1-5-33-34-36-44,1-5-33-34-42-44,1-5-33-36-42-44,1-33-34-36-42-44,5-33-34-36-42-44,1-5-34-36-42,1-5-34-36-44,1-5-34-42-44,1-5-36-42-44,1-34-36-42-44,5-34-36-42-44,1-5-34-36,1-5-34-42,1-5-34-44,1-5-36-42,1-5-36-44,1-5-42-44,1-34-36-42,1-34-36-44,1-34-42-44,1-36-42-44,5-34-36-42,5-34-36-44,5-34-42-44,5-36-42-44,34-36-42-44,1-5-34,1-5-36,1-34-36,5-34-36,1-5-42,1-34-42,5-34-42,1-36-42,5-36-42,34-36-42,1-5-44,1-34-44,5-34-44,1-36-44,5-36-44,34-36-44,1-42-44,5-42-44,34-42-44,36-42-44,162,1,04,29,02,06,02,04-29-02-06-02
110,2005-01-08,7,20,22,23,29,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-20-22-23-29-43,110,#REF!,  10.77 ,1-7-20-22-23-29,1-7-20-22-23-43,1-7-20-22-29-43,1-7-20-23-29-43,1-7-22-23-29-43,1-20-22-23-29-43,7-20-22-23-29,7-20-22-23-43,7-20-22-29-43,7-20-23-29-43,7-22-23-29-43,20-22-23-29-43,7-20-22-23,7-20-22-29,7-20-22-43,7-20-23-29,7-20-23-43,7-20-29-43,7-22-23-29,7-22-23-43,7-22-29-43,7-23-29-43,20-22-23-29,20-22-23-43,20-22-29-43,20-23-29-43,22-23-29-43,7-20-22,7-20-23,7-22-23,20-22-23,7-20-29,7-22-29,20-22-29,7-23-29,20-23-29,22-23-29,7-20-43,7-22-43,20-22-43,7-23-43,20-23-43,22-23-43,7-29-43,20-29-43,22-29-43,23-29-43,144,1,13,02,01,06,14,13-02-01-06-14
111,2005-01-15,7,18,31,33,36,40,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-18-31-33-36-40,111,#REF!,  11.41 ,7-18-27-31-33-36,7-18-27-31-33-40,7-18-27-31-36-40,7-18-27-33-36-40,7-27-31-33-36-40,18-27-31-33-36-40,7-18-31-33-36,7-18-31-33-40,7-18-31-36-40,7-18-33-36-40,7-31-33-36-40,18-31-33-36-40,7-18-31-33,7-18-31-36,7-18-31-40,7-18-33-36,7-18-33-40,7-18-36-40,7-31-33-36,7-31-33-40,7-31-36-40,7-33-36-40,18-31-33-36,18-31-33-40,18-31-36-40,18-33-36-40,31-33-36-40,7-18-31,7-18-33,7-31-33,18-31-33,7-18-36,7-31-36,18-31-36,7-33-36,18-33-36,31-33-36,7-18-40,7-31-40,18-31-40,7-33-40,18-33-40,31-33-40,7-36-40,18-36-40,31-36-40,33-36-40,165,1,11,13,02,03,04,11-13-02-03-04
112,2005-01-22,26,29,30,33,41,42,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-29-30-33-41-42,112,#REF!,  6.02 ,26-29-30-33-41-43,26-29-30-33-42-43,26-29-30-41-42-43,26-29-33-41-42-43,26-30-33-41-42-43,29-30-33-41-42-43,26-29-30-33-41,26-29-30-33-42,26-29-30-41-42,26-29-33-41-42,26-30-33-41-42,29-30-33-41-42,26-29-30-33,26-29-30-41,26-29-30-42,26-29-33-41,26-29-33-42,26-29-41-42,26-30-33-41,26-30-33-42,26-30-41-42,26-33-41-42,29-30-33-41,29-30-33-42,29-30-41-42,29-33-41-42,30-33-41-42,26-29-30,26-29-33,26-30-33,29-30-33,26-29-41,26-30-41,29-30-41,26-33-41,29-33-41,30-33-41,26-29-42,26-30-42,29-30-42,26-33-42,29-33-42,30-33-42,26-41-42,29-41-42,30-41-42,33-41-42,201,1,03,01,03,08,01,03-01-03-08-01
113,2005-01-29,4,9,28,33,36,45,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-9-28-33-36-45,113,#REF!,  14.64 ,4-9-26-28-33-36,4-9-26-28-33-45,4-9-26-28-36-45,4-9-26-33-36-45,4-26-28-33-36-45,9-26-28-33-36-45,4-9-28-33-36,4-9-28-33-45,4-9-28-36-45,4-9-33-36-45,4-28-33-36-45,9-28-33-36-45,4-9-28-33,4-9-28-36,4-9-28-45,4-9-33-36,4-9-33-45,4-9-36-45,4-28-33-36,4-28-33-45,4-28-36-45,4-33-36-45,9-28-33-36,9-28-33-45,9-28-36-45,9-33-36-45,28-33-36-45,4-9-28,4-9-33,4-28-33,9-28-33,4-9-36,4-28-36,9-28-36,4-33-36,9-33-36,28-33-36,4-9-45,4-28-45,9-28-45,4-33-45,9-33-45,28-33-45,4-36-45,9-36-45,28-36-45,33-36-45,155,1,05,19,05,03,09,05-19-05-03-09
114,2005-02-05,11,14,19,26,28,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-14-19-26-28-41,114,#REF!,  9.99 ,2-11-14-19-26-28,2-11-14-19-26-41,2-11-14-19-28-41,2-11-14-26-28-41,2-11-19-26-28-41,2-14-19-26-28-41,11-14-19-26-28,11-14-19-26-41,11-14-19-28-41,11-14-26-28-41,11-19-26-28-41,14-19-26-28-41,11-14-19-26,11-14-19-28,11-14-19-41,11-14-26-28,11-14-26-41,11-14-28-41,11-19-26-28,11-19-26-41,11-19-28-41,11-26-28-41,14-19-26-28,14-19-26-41,14-19-28-41,14-26-28-41,19-26-28-41,11-14-19,11-14-26,11-19-26,14-19-26,11-14-28,11-19-28,14-19-28,11-26-28,14-26-28,19-26-28,11-14-41,11-19-41,14-19-41,11-26-41,14-26-41,19-26-41,11-28-41,14-28-41,19-28-41,26-28-41,139,1,03,05,07,02,13,03-05-07-02-13
115,2005-02-12,1,2,6,9,25,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2-6-9-25-28,115,#REF!,  10.73 ,1-2-6-9-25-31,1-2-6-9-28-31,1-2-6-25-28-31,1-2-9-25-28-31,1-6-9-25-28-31,2-6-9-25-28-31,1-2-6-9-25,1-2-6-9-28,1-2-6-25-28,1-2-9-25-28,1-6-9-25-28,2-6-9-25-28,1-2-6-9,1-2-6-25,1-2-6-28,1-2-9-25,1-2-9-28,1-2-25-28,1-6-9-25,1-6-9-28,1-6-25-28,1-9-25-28,2-6-9-25,2-6-9-28,2-6-25-28,2-9-25-28,6-9-25-28,1-2-6,1-2-9,1-6-9,2-6-9,1-2-25,1-6-25,2-6-25,1-9-25,2-9-25,6-9-25,1-2-28,1-6-28,2-6-28,1-9-28,2-9-28,6-9-28,1-25-28,2-25-28,6-25-28,9-25-28,71,1,01,04,03,16,03,01-04-03-16-03
116,2005-02-19,2,4,25,31,34,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-4-25-31-34-37,116,#REF!,  14.04 ,2-4-17-25-31-34,2-4-17-25-31-37,2-4-17-25-34-37,2-4-17-31-34-37,2-17-25-31-34-37,4-17-25-31-34-37,2-4-25-31-34,2-4-25-31-37,2-4-25-34-37,2-4-31-34-37,2-25-31-34-37,4-25-31-34-37,2-4-25-31,2-4-25-34,2-4-25-37,2-4-31-34,2-4-31-37,2-4-34-37,2-25-31-34,2-25-31-37,2-25-34-37,2-31-34-37,4-25-31-34,4-25-31-37,4-25-34-37,4-31-34-37,25-31-34-37,2-4-25,2-4-31,2-25-31,4-25-31,2-4-34,2-25-34,4-25-34,2-31-34,4-31-34,25-31-34,2-4-37,2-25-37,4-25-37,2-31-37,4-31-37,25-31-37,2-34-37,4-34-37,25-34-37,31-34-37,133,1,02,21,06,03,03,02-21-06-03-03
117,2005-02-26,5,10,22,34,36,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-10-22-34-36-44,117,#REF!,  14.12 ,5-10-22-34-35-36,5-10-22-34-35-44,5-10-22-35-36-44,5-10-34-35-36-44,5-22-34-35-36-44,10-22-34-35-36-44,5-10-22-34-36,5-10-22-34-44,5-10-22-36-44,5-10-34-36-44,5-22-34-36-44,10-22-34-36-44,5-10-22-34,5-10-22-36,5-10-22-44,5-10-34-36,5-10-34-44,5-10-36-44,5-22-34-36,5-22-34-44,5-22-36-44,5-34-36-44,10-22-34-36,10-22-34-44,10-22-36-44,10-34-36-44,22-34-36-44,5-10-22,5-10-34,5-22-34,10-22-34,5-10-36,5-22-36,10-22-36,5-34-36,10-34-36,22-34-36,5-10-44,5-22-44,10-22-44,5-34-44,10-34-44,22-34-44,5-36-44,10-36-44,22-36-44,34-36-44,151,1,05,12,12,02,08,05-12-12-02-08
118,2005-03-05,3,4,10,17,19,22,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-4-10-17-19-22,118,#REF!,  7.32 ,3-4-10-17-19-38,3-4-10-17-22-38,3-4-10-19-22-38,3-4-17-19-22-38,3-10-17-19-22-38,4-10-17-19-22-38,3-4-10-17-19,3-4-10-17-22,3-4-10-19-22,3-4-17-19-22,3-10-17-19-22,4-10-17-19-22,3-4-10-17,3-4-10-19,3-4-10-22,3-4-17-19,3-4-17-22,3-4-19-22,3-10-17-19,3-10-17-22,3-10-19-22,3-17-19-22,4-10-17-19,4-10-17-22,4-10-19-22,4-17-19-22,10-17-19-22,3-4-10,3-4-17,3-10-17,4-10-17,3-4-19,3-10-19,4-10-19,3-17-19,4-17-19,10-17-19,3-4-22,3-10-22,4-10-22,3-17-22,4-17-22,10-17-22,3-19-22,4-19-22,10-19-22,17-19-22,75,1,01,06,07,02,03,01-06-07-02-03
119,2005-03-12,3,11,13,14,17,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-11-13-14-17-21,119,#REF!,  5.55 ,3-11-13-14-17-38,3-11-13-14-21-38,3-11-13-17-21-38,3-11-14-17-21-38,3-13-14-17-21-38,11-13-14-17-21-38,3-11-13-14-17,3-11-13-14-21,3-11-13-17-21,3-11-14-17-21,3-13-14-17-21,11-13-14-17-21,3-11-13-14,3-11-13-17,3-11-13-21,3-11-14-17,3-11-14-21,3-11-17-21,3-13-14-17,3-13-14-21,3-13-17-21,3-14-17-21,11-13-14-17,11-13-14-21,11-13-17-21,11-14-17-21,13-14-17-21,3-11-13,3-11-14,3-13-14,11-13-14,3-11-17,3-13-17,11-13-17,3-14-17,11-14-17,13-14-17,3-11-21,3-13-21,11-13-21,3-14-21,11-14-21,13-14-21,3-17-21,11-17-21,13-17-21,14-17-21,79,1,08,02,01,03,04,08-02-01-03-04
120,2005-03-19,4,6,10,11,32,37,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6-10-11-32-37,120,#REF!,  12.91 ,4-6-10-11-30-32,4-6-10-11-30-37,4-6-10-30-32-37,4-6-11-30-32-37,4-10-11-30-32-37,6-10-11-30-32-37,4-6-10-11-32,4-6-10-11-37,4-6-10-32-37,4-6-11-32-37,4-10-11-32-37,6-10-11-32-37,4-6-10-11,4-6-10-32,4-6-10-37,4-6-11-32,4-6-11-37,4-6-32-37,4-10-11-32,4-10-11-37,4-10-32-37,4-11-32-37,6-10-11-32,6-10-11-37,6-10-32-37,6-11-32-37,10-11-32-37,4-6-10,4-6-11,4-10-11,6-10-11,4-6-32,4-10-32,6-10-32,4-11-32,6-11-32,10-11-32,4-6-37,4-10-37,6-10-37,4-11-37,6-11-37,10-11-37,4-32-37,6-32-37,10-32-37,11-32-37,100,1,02,04,01,21,05,02-04-01-21-05
121,2005-03-26,12,28,30,34,38,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-28-30-34-38-43,121,#REF!,  9.77 ,9-12-28-30-34-38,9-12-28-30-34-43,9-12-28-30-38-43,9-12-28-34-38-43,9-12-30-34-38-43,9-28-30-34-38-43,12-28-30-34-38,12-28-30-34-43,12-28-30-38-43,12-28-34-38-43,12-30-34-38-43,28-30-34-38-43,12-28-30-34,12-28-30-38,12-28-30-43,12-28-34-38,12-28-34-43,12-28-38-43,12-30-34-38,12-30-34-43,12-30-38-43,12-34-38-43,28-30-34-38,28-30-34-43,28-30-38-43,28-34-38-43,30-34-38-43,12-28-30,12-28-34,12-30-34,28-30-34,12-28-38,12-30-38,28-30-38,12-34-38,28-34-38,30-34-38,12-28-43,12-30-43,28-30-43,12-34-43,28-34-43,30-34-43,12-38-43,28-38-43,30-38-43,34-38-43,185,1,16,02,04,04,05,16-02-04-04-05
122,2005-04-02,1,11,16,17,36,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-11-16-17-36-40,122,#REF!,  13.68 ,1-8-11-16-17-36,1-8-11-16-17-40,1-8-11-16-36-40,1-8-11-17-36-40,1-8-16-17-36-40,8-11-16-17-36-40,1-11-16-17-36,1-11-16-17-40,1-11-16-36-40,1-11-17-36-40,1-16-17-36-40,11-16-17-36-40,1-11-16-17,1-11-16-36,1-11-16-40,1-11-17-36,1-11-17-40,1-11-36-40,1-16-17-36,1-16-17-40,1-16-36-40,1-17-36-40,11-16-17-36,11-16-17-40,11-16-36-40,11-17-36-40,16-17-36-40,1-11-16,1-11-17,1-16-17,11-16-17,1-11-36,1-16-36,11-16-36,1-17-36,11-17-36,16-17-36,1-11-40,1-16-40,11-16-40,1-17-40,11-17-40,16-17-40,1-36-40,11-36-40,16-36-40,17-36-40,121,1,10,05,01,19,04,10-05-01-19-04
123,2005-04-09,7,17,18,28,30,45,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-17-18-28-30-45,123,#REF!,  12.02 ,7-17-18-27-28-30,7-17-18-27-28-45,7-17-18-27-30-45,7-17-27-28-30-45,7-18-27-28-30-45,17-18-27-28-30-45,7-17-18-28-30,7-17-18-28-45,7-17-18-30-45,7-17-28-30-45,7-18-28-30-45,17-18-28-30-45,7-17-18-28,7-17-18-30,7-17-18-45,7-17-28-30,7-17-28-45,7-17-30-45,7-18-28-30,7-18-28-45,7-18-30-45,7-28-30-45,17-18-28-30,17-18-28-45,17-18-30-45,17-28-30-45,18-28-30-45,7-17-18,7-17-28,7-18-28,17-18-28,7-17-30,7-18-30,17-18-30,7-28-30,17-28-30,18-28-30,7-17-45,7-18-45,17-18-45,7-28-45,17-28-45,18-28-45,7-30-45,17-30-45,18-30-45,28-30-45,145,1,10,01,10,02,15,10-01-10-02-15
124,2005-04-16,4,16,23,25,29,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-16-23-25-29-42,124,#REF!,  11.62 ,1-4-16-23-25-29,1-4-16-23-25-42,1-4-16-23-29-42,1-4-16-25-29-42,1-4-23-25-29-42,1-16-23-25-29-42,4-16-23-25-29,4-16-23-25-42,4-16-23-29-42,4-16-25-29-42,4-23-25-29-42,16-23-25-29-42,4-16-23-25,4-16-23-29,4-16-23-42,4-16-25-29,4-16-25-42,4-16-29-42,4-23-25-29,4-23-25-42,4-23-29-42,4-25-29-42,16-23-25-29,16-23-25-42,16-23-29-42,16-25-29-42,23-25-29-42,4-16-23,4-16-25,4-23-25,16-23-25,4-16-29,4-23-29,16-23-29,4-25-29,16-25-29,23-25-29,4-16-42,4-23-42,16-23-42,4-25-42,16-25-42,23-25-42,4-29-42,16-29-42,23-29-42,25-29-42,139,1,12,07,02,04,13,12-07-02-04-13
125,2005-04-23,2,8,32,33,35,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-8-32-33-35-36,125,#REF!,  13.84 ,2-8-18-32-33-35,2-8-18-32-33-36,2-8-18-32-35-36,2-8-18-33-35-36,2-18-32-33-35-36,8-18-32-33-35-36,2-8-32-33-35,2-8-32-33-36,2-8-32-35-36,2-8-33-35-36,2-32-33-35-36,8-32-33-35-36,2-8-32-33,2-8-32-35,2-8-32-36,2-8-33-35,2-8-33-36,2-8-35-36,2-32-33-35,2-32-33-36,2-32-35-36,2-33-35-36,8-32-33-35,8-32-33-36,8-32-35-36,8-33-35-36,32-33-35-36,2-8-32,2-8-33,2-32-33,8-32-33,2-8-35,2-32-35,8-32-35,2-33-35,8-33-35,32-33-35,2-8-36,2-32-36,8-32-36,2-33-36,8-33-36,32-33-36,2-35-36,8-35-36,32-35-36,33-35-36,146,1,06,24,01,02,01,06-24-01-02-01
